production_id,date_key,product_id,facility_id,quantity_produced,defective_units,batch_number,defect_rate_pct
234,920,9,1,3337,281, 13cbac3a-261c-4327-a385-585647843f3c,8.420737189092
235,1335,5,4,1066,422, b3c13397-12ee-47ac-a131-034aab2cfb82,39.587242026266416
236,1049,11,2,7827,485, fe9c3166-6228-4611-9ff8-d2730bf053a8,6.196499297304204
237,1122,9,1,18406,401, 0edcb70e-969d-460b-9cd1-6d53a5a2f29f,2.17863740084755
238,554,13,2,18735,109, 713c6d4b-0941-4fe5-964d-d53e7483d2e8,0.5817987723512142
239,1324,19,2,9035,10, dc493365-8637-402f-83b8-f26d23855335,0.1106806862202545
240,361,8,2,10086,234, 05d11566-5a8c-4c7c-b7aa-29613416cd2a,2.3200475907198097
241,1932,4,4,10258,73, 0cda092c-0e19-46e4-8fcd-6d19d7004450,0.7116396958471437
242,874,12,3,896,61, 104f156d-6da9-46d6-b0af-f9b6790719f4,6.8080357142857135
243,1087,7,4,14543,385, 4c942f5e-f52f-4e5f-a39a-6b0b0986e1d8,2.6473217355428726
244,718,8,4,16376,418, 53518664-f0ce-4e0b-946e-6c800958f2ef,2.5525158768930143
245,424,19,3,19476,425, 9fb93011-3b10-4105-9a93-bcb2560e0f26,2.182172930786609
246,841,8,5,13376,96, 7a0fe07d-a657-45de-bc75-5f2c539ca2d4,0.7177033492822966
247,255,19,2,12113,111, 9721410c-b6b2-41b9-b442-e1d470dddc3c,0.9163708412449436
248,261,4,5,19374,13, 75ed7217-9932-4f5f-8311-d7881f880f95,0.0671002374316093
249,523,10,2,8906,136, 8a31c4ed-e1e7-4061-a5b6-0bc79ec1c6c6,1.5270604087132271
250,2038,15,5,11308,6, 6a589131-9cb0-49f8-815c-7406ead24251,0.0530597806862398
251,1924,8,2,1023,22, f2ee27bf-0d81-4a7e-b64c-8d7baf652622,2.1505376344086025
252,1553,15,3,2851,312, 5584aa70-3e20-4535-bad3-6fed296071f3,10.943528586460893
253,416,16,3,15414,454, 0fe94ea8-ab3e-4be4-abaf-9ab60883a53a,2.945374335020112
254,918,7,3,5622,192, ddcbd7fd-ea73-447b-8262-fb2f66ebe135,3.4151547491995733
255,206,8,1,9399,147, ef8fbd05-5aa9-4fe9-9087-bede545df013,1.5639961698052984
256,2130,13,2,8905,56, 792207c2-a4b8-4498-9b4e-d5b4a4acef2e,0.6288601909039866
257,1091,13,3,19603,309, 51ef082f-9de6-4f16-8a68-3b40bfe8885b,1.576289343467837
258,757,2,5,11704,429, 7b95e7b1-6ec6-4559-bbed-a6a85ed3d0d6,3.6654135338345855
259,267,20,1,19522,231, 69ccd4ae-da73-4106-bcf3-44db045f4a44,1.183280401598197
260,751,15,1,2536,354, 2eb96f6f-9f57-47ff-9b13-ea4c6089dc1f,13.958990536277602
261,1767,6,3,4750,37, 72a9f9f9-6678-47c7-8ed8-bf23e38c1c3c,0.7789473684210526
262,1764,18,4,14130,302, bbabd7e3-a867-476a-8259-5421bfc97c7d,2.137296532200991
263,475,7,3,15325,243, 2b4d9ab7-fbdb-41f1-aecd-d0018244a9a2,1.5856443719412725
264,1510,2,4,10440,110, e1ab5dc2-88bc-45cd-8592-48b944d67b00,1.053639846743295
265,153,2,3,14065,7, 73b1aaa4-f3f6-4cbc-a7c4-9ef49d65e275,0.0497689299680056
266,554,1,2,8831,478, ecbf87d0-d450-4f5f-8da0-1b7883f34e9a,5.41275053787793
267,487,14,5,18093,18, d5f1222a-af42-43c4-9096-8ef21b4f4324,0.0994859890565412
268,1399,2,4,6993,452, e72d1026-8ccc-4571-a2ef-c973ef882405,6.463606463606464
269,1772,10,4,14178,428, 8fde7e2e-a684-4c4f-8e70-a23d086a059a,3.0187614614191003
270,1057,4,1,19063,33, 8f8665bb-3e93-48a0-b5d1-0cacfb3bc8b8,0.1731102135025966
271,838,4,4,18087,171, 5f2c4bec-14ae-4fc8-b3fa-85519803f986,0.9454304196384145
272,967,7,2,18470,463, a86e96ac-e45b-4354-9ea6-432bf69d6de2,2.506767731456416
273,1522,20,5,5762,262, 73837217-ce52-4837-80f5-4ea8e9f14a56,4.547032280458174
274,1222,5,4,3349,360, 6f2ba3f4-d081-456f-8a4d-20f3efbcbfc7,10.749477455957004
275,1022,12,1,5687,20, 743fbf0d-7400-4788-87fd-674c77f157df,0.3516792685071215
276,1961,12,5,19598,43, 103dd355-331f-4554-9ffe-a7cb232ab3d3,0.2194101438922339
277,247,6,4,3004,280, 4583ee8a-50c5-4049-98fd-c1486c897c4c,9.320905459387484
278,432,18,2,8851,302, 0fb7c6ba-2a9c-49c3-a1f3-ef4f027b0b16,3.4120438368545924
