inventory_id,date_key,product_id,facility_id,stock_level,safety_stock_level,reorder_point
261,1822,3,1,18893,895,1265
262,1297,11,3,4398,1717,802
263,2110,12,5,19018,1875,981
264,596,4,1,5699,1011,1329
265,1904,16,3,103,1262,1004
266,729,20,5,13540,770,23
267,1366,18,2,11389,1115,339
268,397,4,1,11140,639,1364
269,699,6,3,13364,369,1051
270,1636,15,2,16510,1060,1095
271,396,1,4,5261,1730,1043
272,76,3,2,1064,494,1185
273,265,5,3,16042,1447,798
274,1820,17,5,19580,335,846
275,718,14,4,16555,220,299
276,851,9,4,5701,1678,1131
277,1391,3,4,14284,312,1203
278,144,13,1,3047,991,1004
279,885,3,3,10607,1608,47
280,396,11,4,12189,1877,829
281,1493,2,2,6338,191,291
282,1168,15,5,13256,1221,1143
283,1063,13,3,2511,1513,1247
284,2157,19,2,15774,677,209
285,1066,16,1,8408,642,565
286,1210,18,4,10503,465,313
287,634,7,2,3024,74,867
288,1157,13,3,2937,676,1387
289,1239,4,2,676,143,790
290,733,9,1,14741,354,788
291,235,10,5,9063,234,72
292,751,9,4,8491,332,703
293,954,7,3,18239,1228,1090
294,1543,15,4,8471,735,1030
295,1198,8,4,18889,912,1465
296,1677,19,4,6983,734,722
297,1192,11,2,15758,715,902
298,1417,5,2,6239,1087,484
299,1218,2,5,14284,939,572
300,1541,10,1,13065,865,936
301,2077,16,3,10593,1713,1472
302,1446,13,2,19472,390,1027
303,1520,8,4,1219,653,1440
304,1389,9,1,2314,1856,213
305,1857,11,3,8100,783,85
306,1366,11,3,8165,1546,574
307,500,16,3,10203,868,620
308,1681,10,3,19385,1895,1069
309,511,12,5,1185,956,1142
310,217,6,3,16657,1181,495
311,1325,12,1,13664,1404,592
312,1156,10,2,3632,589,781
313,1828,18,1,17722,488,906
314,1811,18,4,4934,1782,849
315,1206,4,5,12108,1037,101
316,91,9,5,13062,1785,1441
317,714,7,4,14561,715,719
318,1882,18,1,14688,433,1436
319,39,8,1,8112,631,63
320,173,11,4,18457,209,843
321,653,7,3,18728,481,629
322,754,9,3,9949,1937,1134
323,1244,8,2,8704,1469,1372
324,1082,3,1,13867,664,1457
325,1684,17,1,15211,537,739
326,456,2,4,7321,1821,710
327,829,15,4,7914,1262,718
328,895,14,3,11702,1491,856
329,1385,18,1,12384,392,129
330,1959,16,1,17866,1434,238
331,1997,20,5,15610,158,482
332,190,4,2,1223,898,879
333,505,20,2,12621,350,534
334,1215,6,3,2343,1441,656
335,1532,6,1,2689,1328,1300
336,824,11,5,10070,1389,1236
337,929,17,1,17613,754,646
338,934,3,4,14730,1144,89
339,1141,13,3,11814,318,478
340,134,3,2,9849,1919,1425
341,2106,16,1,4601,1574,116
342,685,15,3,19257,1282,243
343,1853,11,2,19269,527,850
344,815,18,1,1806,225,1324
345,1173,15,5,19085,288,1376
346,80,5,3,8666,942,660
347,203,16,1,1712,659,1448
348,1253,16,2,16938,908,515
349,1700,17,2,4397,1515,1229
350,1251,9,5,17959,1674,1081
351,1683,3,3,15646,1837,788
352,1556,20,3,16067,541,779
353,2095,13,1,9145,148,507
354,1257,3,2,1491,378,575
355,1550,7,2,10679,1399,1011
356,1167,6,5,8553,494,508
357,1397,9,5,8108,1739,76
358,471,12,3,16048,1047,531
359,1036,15,2,5525,344,1291
360,1354,20,1,14257,491,123
361,968,3,4,17121,844,576
362,358,10,1,8456,1881,79
363,668,1,5,2905,940,754
364,373,19,1,15547,80,1281
365,1032,19,2,1323,1204,390
366,1146,13,3,3442,1801,45
367,1372,12,4,16972,1600,412
368,90,1,3,8956,487,625
369,540,19,4,17730,1399,129
370,869,16,4,6161,1340,1435
371,41,15,2,13632,335,792
372,740,16,2,19194,340,273
373,1947,11,5,980,417,936
374,1225,6,5,16918,535,785
375,929,11,4,6224,604,1140
376,2037,3,5,5284,217,557
377,925,15,2,18468,1934,1147
378,1582,1,5,13323,1544,634
379,390,7,4,10084,1840,606
380,1618,1,3,2898,1243,616
381,256,17,1,7703,1960,1257
382,709,9,5,13383,820,132
383,1839,13,2,11804,1419,1355
384,1945,11,3,13420,127,588
385,10,20,2,1593,900,974
386,798,6,5,19163,1158,915
387,877,1,4,15807,941,1144
388,1029,7,1,18109,710,781
389,1016,12,1,19501,1274,957
390,1825,20,3,18331,638,672
391,374,19,1,3346,1434,103
392,224,17,4,16025,811,738
393,1263,4,2,1416,614,887
394,1803,3,4,18434,861,968
395,853,1,3,16707,351,321
396,63,18,3,2126,342,1260
397,1241,15,1,1647,343,587
398,689,8,4,15389,158,560
399,1485,1,2,3878,414,111
400,1634,20,4,16218,649,673
401,2153,14,2,6611,727,1495
402,511,4,2,7857,1567,633
403,385,5,4,1623,1340,90
404,405,13,5,18456,142,1444
405,518,15,4,12820,1758,688
406,476,6,2,13674,1137,100
407,2001,1,3,12895,477,1143
408,1669,19,3,17100,687,614
409,1894,13,1,15962,417,237
410,1461,6,3,19105,1815,903
411,714,15,5,12533,154,768
412,83,16,2,18577,258,144
413,1169,16,4,19660,1647,220
414,1902,10,4,7584,1061,1045
415,2049,9,5,12508,1825,593
416,51,9,3,17550,523,1063
417,685,17,2,18630,1134,1002
418,717,17,3,805,1419,741
419,1470,17,1,18842,61,971
420,449,12,3,13625,515,199
421,881,13,1,3912,698,1452
422,488,12,4,11752,1268,1105
423,1824,14,2,2419,1147,292
424,2082,10,1,8263,924,826
425,2143,19,3,309,435,782
426,1575,2,3,4934,1209,1053
427,250,4,4,19291,933,718
428,674,19,5,12546,604,940
429,438,7,5,4062,1987,641
430,2166,15,3,13128,1509,559
431,771,15,5,18874,1112,1005
432,268,6,2,11817,1616,479
433,1985,3,5,4894,703,1104
434,1078,6,2,16329,1393,1101
435,236,16,3,2544,1944,319
436,389,2,3,10875,914,516
437,763,7,3,8432,1038,1382
438,1849,11,4,19348,1629,1295
439,624,7,5,2707,1773,1450
440,1253,4,1,19401,402,1299
441,578,20,1,18702,563,1424
442,2123,7,3,18281,1556,1188
443,435,4,5,9268,1489,610
444,2151,12,2,2673,853,360
445,764,5,1,19073,1896,422
446,1330,19,3,3383,1443,307
447,2146,5,1,10091,392,1008
448,1359,19,1,17945,1398,233
449,447,3,1,813,1440,551
450,2018,11,3,18907,385,889
451,1332,7,3,1990,1369,761
452,249,17,4,5475,73,230
453,166,9,4,15679,934,190
454,1359,9,4,9970,1515,557
455,1020,10,1,18631,153,1306
456,542,13,5,9209,1485,821
457,759,15,3,10816,623,695
458,2129,5,4,18290,1738,409
459,2181,3,5,15917,824,440
460,797,8,4,4151,1367,81
461,138,20,4,8851,936,105
462,1354,10,5,13740,292,1032
463,1876,13,4,10203,391,510
464,69,3,1,3862,1927,915
465,2101,8,1,11843,1932,79
466,1474,9,1,10187,682,496
467,205,12,2,12222,914,339
468,2174,11,4,15941,222,709
469,43,2,2,10142,1489,71
470,1907,18,3,6273,152,676
471,2159,9,5,18616,209,847
472,761,2,3,7032,1330,1120
473,2143,2,2,18009,763,138
474,1995,3,1,16812,606,740
475,1936,16,4,2757,625,1225
476,900,19,4,8879,245,525
477,360,4,1,19689,1038,656
478,1720,18,4,6933,1464,172
479,281,20,5,8007,983,1061
480,1888,18,5,1698,119,1107
481,667,10,5,3951,1766,516
482,93,11,3,7682,892,98
483,672,17,1,11109,296,78
484,1970,20,5,7923,378,1454
485,61,16,2,4707,207,782
486,1029,20,5,5607,967,845
487,1490,13,3,6034,747,1104
488,604,2,2,9303,792,1122
489,682,2,1,4759,634,263
490,1429,14,1,4498,104,227
491,524,4,5,6342,535,875
492,1969,17,2,10896,1316,1130
493,1102,13,2,14477,1887,619
494,1754,4,5,6711,1426,664
495,1837,3,5,14875,459,58
496,2095,12,4,6812,1009,1219
497,1145,8,4,18507,954,497
498,1080,2,5,4607,776,39
499,107,6,3,14037,1088,240
500,48,10,4,19669,196,294
501,337,12,5,12443,1563,1197
502,1050,10,2,14135,1729,482
503,1281,10,4,11633,1098,1452
504,2056,3,3,16679,1684,270
505,625,20,1,15538,1764,231
506,1891,10,2,14068,382,706
507,1277,9,3,17590,1247,438
508,1716,20,3,19273,1848,1215
509,303,19,3,10476,339,526
510,639,14,2,818,619,665
511,56,2,3,7176,1919,888
512,726,5,1,4095,840,1246
513,526,20,4,405,1992,511
514,474,8,2,8679,1218,314
515,28,7,3,9016,958,476
516,2126,6,5,14277,1195,1189
517,365,11,4,13302,76,1281
518,526,12,2,2696,1139,759
519,1336,18,5,14941,1174,443
520,883,19,5,18919,975,1027
521,1031,10,3,15888,437,311
522,1027,14,2,18387,1167,175
523,1647,3,3,15983,1140,369
524,919,18,1,9996,299,1485
525,1775,15,5,19867,191,262
526,1532,6,1,13476,316,1250
527,1907,10,3,14938,1625,1471
528,1216,12,4,12957,264,991
529,1655,7,5,1383,538,277
530,485,17,4,15020,545,604
531,2076,1,2,347,529,54
532,714,18,5,6742,692,1172
533,1063,15,1,17465,1563,449
534,1977,19,4,4463,50,1362
535,1297,1,2,14051,1082,114
536,1255,5,5,18049,1953,239
537,2134,15,2,18625,890,320
538,126,3,1,835,429,1228
539,537,1,5,10951,893,1080
540,2073,8,2,14506,1970,794
541,1604,12,3,15028,1217,419
542,67,19,5,16932,1935,709
543,233,12,5,7634,1913,1185
544,2157,13,5,1935,351,1012
545,1170,1,5,4815,699,153
546,2159,19,3,713,1490,1488
547,111,6,1,976,1943,680
548,1494,8,3,10867,858,1331
549,2082,4,3,9425,1252,277
550,623,5,2,771,1351,1082
551,1542,7,4,1730,1217,324
552,1306,4,4,460,388,1326
553,1762,20,2,14813,1532,545
554,1976,4,3,10684,1775,426
555,877,15,2,4001,1404,1402
556,1990,5,5,17281,1343,905
557,1313,9,2,18267,1048,397
558,1461,2,2,14890,1260,488
559,1734,7,5,16550,715,892
560,1606,17,4,15414,1245,1009
561,1527,16,5,2190,453,1324
562,1631,17,1,11807,1541,30
563,1161,20,2,1155,296,694
564,759,2,2,6356,1974,714
565,243,11,4,14241,1596,1229
566,1064,2,3,12846,608,992
567,229,1,5,3447,827,28
568,920,2,3,9461,1902,47
569,1247,9,1,13768,160,842
570,6,2,5,4201,1037,705
571,468,15,1,7607,862,530
572,1756,10,1,15427,1376,521
573,75,15,1,8785,979,601
574,4,10,5,3279,935,797
575,1871,17,5,12135,958,680
576,646,9,4,17847,1546,1261
577,118,18,2,15109,840,1472
578,1630,4,3,11690,341,22
579,2022,9,3,1156,1325,1230
580,947,16,1,242,1661,62
581,1465,4,5,11607,224,794
582,194,16,5,10176,158,1454
583,847,19,1,18748,1011,1233
584,1416,1,2,18408,1413,61
585,1459,6,3,12337,897,1140
586,1669,10,4,2581,1087,749
587,1434,16,2,10182,742,667
588,1142,4,5,7996,1395,676
589,1811,13,1,19609,1857,900
590,724,16,3,7150,1013,1179
591,225,20,1,6111,92,529
592,532,6,5,15430,510,56
593,113,11,1,11514,1175,842
594,2188,3,3,4250,1698,598
595,559,20,1,15976,754,856
596,2049,10,3,7104,1082,536
597,2138,1,1,9298,198,804
598,654,20,1,1320,387,1040
599,320,11,3,4761,1052,898
600,1574,12,1,4966,273,1101
601,1829,14,2,1897,1183,978
602,1918,8,4,6074,403,174
603,139,11,2,13265,1157,132
604,2027,4,4,19355,604,855
605,902,7,2,18101,115,620
606,690,10,4,7105,1461,461
607,2040,19,1,4712,1964,247
608,10,4,3,18516,670,893
609,261,2,3,9965,1687,1165
610,1943,18,5,11991,1208,690
611,1674,14,4,10383,1159,1400
612,2061,16,5,5053,133,1311
613,1192,11,5,7151,276,714
614,1620,10,4,12645,1333,888
615,321,17,3,13348,941,1047
616,1343,14,4,17376,1062,140
617,1637,4,1,17455,69,761
618,1995,19,5,16586,1108,1262
619,1944,2,5,15239,1938,713
620,2039,7,4,15608,804,1321
621,1119,9,5,3346,1516,276
622,1605,19,3,14065,990,1347
623,236,16,5,3517,319,62
624,1970,16,4,6545,1808,889
625,334,18,3,5517,455,935
626,1909,11,3,15594,1581,607
627,376,7,5,13466,353,932
628,1161,9,4,13402,1743,1193
629,1571,4,5,3759,1358,613
630,1320,13,1,7606,1621,1053
631,1856,4,1,5773,1058,811
632,1373,19,3,2257,859,231
633,873,2,5,17065,1102,1303
634,1253,9,1,895,440,1425
635,1852,12,2,11489,1489,1432
636,1315,2,1,18367,1982,941
637,725,6,5,11659,1840,355
638,2053,5,5,13590,958,1048
639,78,5,1,6144,191,941
640,132,20,5,9101,695,102
641,601,5,5,672,1729,1049
642,1773,4,2,1306,858,171
643,1066,9,3,16383,997,1224
644,2137,10,5,13196,1953,1210
645,1864,16,4,19564,1414,97
646,1319,10,3,2560,294,431
647,616,10,3,5025,815,400
648,1889,19,4,19097,925,967
649,1047,10,1,1815,961,809
650,575,6,2,14539,1078,332
651,2191,17,5,1669,969,883
652,993,5,1,17160,988,414
653,1249,6,4,13332,498,562
654,503,15,2,10125,315,23
655,1998,19,2,14705,1564,128
656,821,18,2,2613,1312,937
657,2152,4,4,9092,299,905
658,1971,8,1,9433,1004,112
659,198,16,5,16325,1364,1142
660,1670,19,2,14023,592,211
661,1203,20,2,19536,681,352
662,1472,3,1,2131,1152,1255
663,1647,10,2,17992,956,1250
664,1693,2,2,9402,570,646
665,1313,4,4,4429,1523,1005
666,2036,6,3,17396,1629,592
667,478,11,1,5422,933,375
668,1255,14,1,1155,783,1296
669,923,16,1,7207,193,610
670,420,19,4,5770,1193,215
671,1121,2,4,12481,993,281
672,951,17,5,13933,614,341
673,1278,9,4,18234,1650,439
674,1858,17,1,7675,1249,351
675,517,15,5,11463,119,1339
676,1659,7,3,3112,1887,1279
677,1866,19,2,19912,682,700
678,1142,3,2,11854,938,26
679,1933,1,5,5238,1276,553
680,815,4,3,16298,850,91
681,1901,18,2,4491,229,637
682,2063,8,5,12912,642,158
683,2095,19,4,13512,616,1429
684,130,6,1,7422,740,561
685,95,1,3,9909,1683,343
686,1956,8,2,5324,1183,968
687,794,1,1,8051,1497,620
688,1835,19,5,13937,714,92
689,2117,11,2,11491,1576,859
690,1684,15,1,12788,455,1432
691,11,11,4,9887,1035,1281
692,1866,19,3,2089,686,1007
693,712,10,5,2704,1164,1365
694,2071,12,2,18891,1367,1384
695,815,1,4,163,1466,1348
696,346,7,3,12252,1110,1051
697,363,17,3,19296,566,1250
698,2189,10,4,11113,899,430
699,985,6,2,4127,1735,277
700,1640,17,3,15059,1951,670
701,828,18,5,201,957,1089
702,356,5,1,11590,365,145
703,1348,18,5,16156,1245,1064
704,1864,17,3,3235,1479,1213
705,127,16,1,17664,1335,563
706,604,8,4,5609,1557,1459
707,1929,13,1,2828,76,474
708,1014,16,1,7731,1568,681
709,51,11,1,10984,104,1249
710,1431,6,3,16888,1984,1376
711,1793,3,2,2973,1905,1064
712,1637,1,3,15591,298,937
713,1646,18,2,3368,322,1108
714,1206,5,4,19178,1332,107
715,1855,13,4,10374,1851,1086
716,567,10,4,18951,240,1184
717,936,5,4,15858,624,1417
718,1935,14,4,18405,906,535
719,1333,17,5,4059,1519,519
720,202,1,3,13994,1926,1322
721,117,2,2,4948,1575,345
722,937,7,4,19852,665,1461
723,575,10,5,11277,1466,572
724,537,20,5,15790,1481,907
725,1626,7,5,779,1873,1015
726,2123,16,3,17231,1844,1012
727,386,5,4,17805,1067,948
728,475,12,5,16042,722,940
729,418,17,5,12442,732,327
730,939,16,4,4889,158,676
731,955,20,3,633,701,1350
732,876,16,5,18302,1678,489
733,763,19,2,15634,1030,1227
734,1203,15,1,18825,1176,644
735,1206,12,1,6794,275,310
736,664,10,1,5106,402,268
737,25,2,3,4645,1233,343
738,1991,7,5,9760,1477,1486
739,1204,13,1,5007,1780,623
740,710,3,1,4585,1397,78
741,1880,15,4,1335,194,1040
742,1185,1,5,11006,1827,288
743,285,3,5,10000,1538,1361
744,63,10,4,15994,964,113
745,1003,15,5,1245,1205,1297
746,662,6,2,14576,1166,706
747,1493,20,3,1575,322,534
748,967,15,4,19405,1777,552
749,849,7,1,10147,583,1147
750,1108,5,5,12256,1267,421
751,689,4,2,15776,1243,986
752,148,18,2,1704,509,1376
753,342,3,3,15032,990,740
754,1087,17,2,13693,1084,896
755,1725,18,5,11571,230,627
756,1384,18,5,5147,1305,112
757,327,2,2,10296,78,593
758,1793,13,5,8275,581,990
759,1760,15,5,15083,1078,456
760,990,5,1,1936,1994,1053
761,952,3,4,14092,1619,475
762,723,5,5,6576,189,434
763,2080,5,5,16169,1101,1418
764,429,5,3,9416,147,1416
765,1501,3,4,17866,311,723
766,286,3,4,10062,1831,901
767,2066,20,4,3500,68,781
768,769,18,2,14029,61,1482
769,1395,20,1,18688,586,1238
770,194,4,1,19828,1598,284
771,988,1,3,19498,1538,526
772,1137,16,4,12594,1661,665
773,2162,8,4,10072,308,916
774,1702,17,5,1728,73,1469
775,947,8,2,6864,1081,880
776,831,7,2,9621,1953,708
777,1921,8,3,5845,277,886
778,55,12,1,9851,425,1142
779,800,16,4,1390,1196,1073
780,778,12,3,19070,1163,1334
781,1482,19,2,6223,1886,506
782,1902,10,2,5030,1529,1449
783,2135,7,2,2650,273,47
784,55,12,4,17439,785,1189
785,1824,20,4,8871,306,307
786,1202,5,4,10229,564,600
787,833,16,5,16440,882,969
788,313,9,1,18481,1856,271
789,1859,7,2,7083,1891,1205
790,2008,20,2,9957,1221,946
791,2007,14,5,2230,1460,129
792,1791,11,2,3840,750,663
793,328,7,2,18984,960,417
794,1288,10,4,5407,748,1314
795,2144,9,4,13004,487,1231
796,1112,4,1,6867,1773,295
797,1312,16,2,17981,1709,708
798,452,10,3,13682,86,266
799,1524,19,2,3244,1734,1367
800,165,17,2,10243,155,1061
801,182,9,1,9751,664,427
802,910,13,3,8125,1992,1454
803,823,1,2,16776,1962,144
804,944,2,3,8946,281,1363
805,2002,13,4,11276,916,172
806,2055,9,4,19288,1219,677
807,330,7,3,7704,1090,39
808,775,16,2,7239,1232,266
809,147,19,3,16311,1009,1433
810,915,7,3,7928,1889,1390
811,1572,6,4,6303,1355,1246
812,1309,18,3,18105,327,1052
813,82,19,5,7971,174,550
814,514,11,5,14762,1758,122
815,1921,12,4,4114,1493,1289
816,1940,10,2,11545,1393,616
817,746,13,2,11138,724,1362
818,1410,12,4,13172,764,370
819,707,10,2,13154,1555,253
820,471,20,1,3605,1923,56
821,396,18,5,8810,716,1388
822,1556,4,1,19169,1397,311
823,805,5,1,14518,962,36
824,934,5,1,16511,444,109
825,1280,12,4,365,822,1391
826,1758,3,1,9598,235,696
827,905,8,3,14832,1962,996
828,1077,2,2,17294,515,1487
829,1891,18,4,19874,1130,272
830,1524,9,3,14249,1802,836
831,1388,13,3,710,507,203
832,1304,7,5,12580,1050,309
833,593,10,5,13593,1281,780
834,2107,9,3,5127,1787,1258
835,128,15,5,13738,123,177
836,736,5,2,5824,1557,942
837,521,12,2,302,1158,710
838,237,1,5,501,681,412
839,1305,12,1,2127,1087,1063
840,1782,6,3,14055,889,450
841,1302,19,2,14907,1714,1016
842,2052,19,5,9181,961,1024
843,442,16,5,278,843,1111
844,2077,19,2,5917,98,1120
845,805,3,2,2079,1499,121
846,75,10,1,7285,1015,671
847,2176,18,5,4084,408,912
848,2090,13,5,10336,291,604
849,1380,18,4,3083,1907,226
850,41,3,1,14735,1126,232
851,2082,3,2,8642,1850,98
