procurement_id,order_date_key,product_id,supplier_id,order_quantity,unit_cost,lead_time_days,delivery_date_key,quality_score,po_number,total_cost
19,131,20,4,539,52.32331265747572,37,909,70.27052933449411, 29c71b98-07d5-4c8c-8ad0-7631901b65d1,28202.265522379414
20,1548,5,6,4453,613.3797526622443,7,1366,97.73561851148057, cb4baec7-d3d2-41d1-9eb6-36522db0369f,2731380.038604974
21,1955,8,7,882,276.2298084684777,53,1802,82.40341762551203, ccf51ddb-f02f-4770-bcd4-0baf9fdb3802,243634.6910691973
22,181,14,8,2710,636.794145490698,6,2188,82.23847493017621, e0610902-6a71-43ae-b1e2-56c3b49618ee,1725712.1342797915
23,349,14,4,1914,932.6032381593758,43,1268,70.01978391829265, b053a57b-360c-4a82-a86d-7d4ee31cc210,1785002.597837045
24,161,18,9,333,690.4454083587818,8,2014,95.03050219195336, eef1140f-1aac-42d7-a167-89d8972b4743,229918.32098347435
25,114,5,7,2173,1925.78317807173,16,1235,92.76966686349286, fca35938-a4c4-4804-ae73-6e44cf4082e8,4184726.845949869
26,2066,10,2,2531,1364.37007420559,22,1653,96.82031186391715, ad10b979-401d-4ff3-860a-2f5acef3242e,3453220.6578143486
27,1366,15,9,4588,1458.8094103504584,54,10,75.02082677151009, 9178724f-880b-413a-9acd-94b38b6fa966,6693017.574687903
28,1486,13,7,561,1487.1615249291044,19,953,76.45337773180452, 34fe0171-daa5-418a-967f-2f3c50e20a13,834297.6154852276
29,1629,9,5,1851,1799.4617138210765,2,71,79.10591745517432, e1af5b35-e88a-47fa-8726-fb14b8ae1177,3330803.6322828126
30,143,9,3,938,1538.3574266584392,5,2175,85.9062060911568, 56770972-2a43-4847-9735-ac625535a960,1442979.266205616
31,1837,19,9,3309,42.247570442745456,12,228,80.35349012360686, b73fa63a-44ba-4ac7-8ad6-16aded9a8e3b,139797.21059504471
32,1996,9,7,2884,530.1775341072846,11,2005,78.99179577184239, 11ff7ae3-a8c0-44f8-a072-7359ce2ab429,1529032.0083654088
33,2110,5,3,4305,1978.3177274462168,46,778,75.48081907987122, 2c84c700-4d3a-477b-883c-28158722ffd4,8516657.816655964
34,596,6,5,1451,1307.7277283739163,57,1239,74.77602992788142, df96ec3f-a51e-45d6-8e43-d08d234d787a,1897512.9338705528
35,940,10,3,305,145.5542858345507,20,1413,84.18819221015613, 6c1c27b2-c130-4acc-b26c-e32440de6379,44394.057179537966
36,1300,10,3,1194,938.6100236890128,55,1981,83.37700076973637, 86c49d67-2c5d-4786-8459-d465a3b92061,1120700.368284681
37,1319,6,7,4405,1961.8605757738485,43,380,93.55393859012092, 4c6bcb75-0431-469c-9998-7a620c2e5680,8641995.836283803
38,1153,1,9,284,1985.7479022010584,31,926,94.714829280759, 6eb5b0e8-c6ca-4ed4-a540-b1b15030029f,563952.4042251006
39,364,20,5,2892,870.5691713595538,51,165,91.01841928637748, e29f55e0-2a01-498d-bd97-aa70e0b538d4,2517686.04357183
40,1091,13,4,4594,1787.1754879354114,42,2011,94.93609311283416, b27ba3cb-693a-47c6-a0ce-190d1b6497fa,8210284.19157528
41,2095,8,4,2829,1188.0646996788437,42,239,73.26555779440937, 8cc4bb1e-a82b-4d37-a2c3-f9ccbb9a801c,3361035.035391449
42,1398,13,3,413,1023.7644040928562,21,2118,83.732790376788, 05e4af40-afa2-44c8-b077-fd794bd09083,422814.69889034965
43,660,6,8,327,829.7655522545618,28,1799,78.59359411584981, a402eab0-b311-44a8-9a45-32a06745f377,271333.33558724175
44,1161,19,10,3193,1785.338779108131,13,19,77.55392090034722, 81860682-37e0-4750-9bd7-b29ddf750a72,5700586.721692262
45,796,12,1,4057,1246.0420749510545,57,911,91.38085104914146, f03a7dbc-235c-49ea-a246-3d50ee63c739,5055192.698076428
46,35,15,3,4195,674.257310954415,15,2118,94.93686047496128, 779576ed-e260-4b04-bf81-b1d04acec141,2828509.419453771
47,1917,8,2,2839,988.9455500320925,35,198,73.4421190378397, 8156ef40-eeca-41cf-8ab6-e93754812eaa,2807616.4165411103
48,258,11,7,1026,893.717788020661,43,194,73.72298230040616, 31bf3780-73ce-4745-8350-ff449f9cd1ab,916954.4505091982
49,270,9,6,3436,907.7966940523684,51,132,89.18210304537837, c7936b91-266b-4e6f-8ab0-ea82bbdf77e2,3119189.4407639373
50,2001,19,1,3221,630.1035100134991,39,1094,74.32896922725851, d9774161-309e-4438-ac7f-88c24f3cde34,2029563.4057534805
51,1348,11,3,2208,1269.584995767889,3,767,93.05154128874662, 00516462-a078-47f1-af6f-15e13f50767c,2803243.670655499
52,954,6,4,2455,113.9524069049858,50,1469,94.86085389348038, a23e4252-eee9-4c5d-a746-e34f6f7be9f1,279753.15895174013
53,1726,15,10,636,1773.464972316677,59,1464,85.68532023916391, 98fe504a-58b5-40d2-bc61-32ef76ddb08c,1127923.7223934066
54,1511,17,7,4270,836.6399655411923,33,1893,97.25207637839944, d0705391-da2c-4076-85b9-f4351d7ddec9,3572452.652860891
55,1587,12,3,1541,1603.7163124299257,19,230,70.61052641450367, ed3b0f09-2d33-49fe-a8e6-367ec77f817c,2471326.8374545155
56,1742,2,4,3499,1461.6887101227594,51,1107,76.79231464245184, 02856836-77a5-4fc3-b974-b8981cc1c604,5114448.796719535
57,1975,4,7,3452,948.9847511656704,22,755,93.18817839997536, 00f0a39e-f1b1-483c-a394-76c60ee9dead,3275895.361023894
58,2173,3,4,3246,405.4340251962692,47,1543,98.7190161132709, 81edaa26-535f-4998-bc48-f2f84bcc320f,1316038.8457870896
59,1393,2,9,708,1128.801258293086,55,1462,98.81738578631672, 7cc85620-ead7-44e9-a350-c6274492b51e,799191.2908715049
60,945,19,6,711,1896.6638085433167,12,1490,70.01194131306066, 1c30d9f0-ea11-42f8-a9f8-6843790b1dcd,1348527.9678742986
61,2183,5,2,1120,379.6872006591223,31,1775,88.95590475912087, f678207e-6f22-4f88-98bc-b16d11bb8d0e,425249.66473821696
62,1908,17,1,4980,519.4647659664458,20,565,70.8198699911043, 566b81aa-305e-45e0-ae48-4f9787b2a05b,2586934.5345129003
63,790,16,8,340,1986.0808580704083,49,1619,91.00977444113376, 0fff8889-b7fc-4d60-8462-e75eedfd1216,675267.4917439389
64,300,16,3,2152,1786.216239845948,41,1708,93.04125264447246, 5dfdc97f-7d3a-4dba-8c42-36efcae7d566,3843937.34814848
65,1322,12,7,1702,1103.60420149955,51,2076,95.72988538532373, 6b1beaca-7d31-437e-add2-26373f1de848,1878334.350952234
66,374,4,4,2504,1392.53496381282,31,814,85.88330254978543, b8170ece-c125-4a0a-a412-453106671f29,3486907.5493873013
67,1980,17,3,4589,891.6940395927128,59,451,95.50337234820395, 0369582c-4593-4f1c-b586-aab3ff41de2d,4091983.947690959
68,2110,19,9,1514,814.1444263751906,36,487,97.7153024509712, c8755a67-bdcd-4f99-96f6-59400f9d8d53,1232614.6615320386
69,1078,2,6,468,891.9432063788731,5,1691,85.99686597156081, 7e72443d-90d0-4519-8ff4-708b7adb8690,417429.4205853127
70,474,5,6,2176,834.6889407953389,22,2001,85.72345661227351, e647b5f2-25c2-4a49-b660-d37f9ab28575,1816283.1351706572
71,112,1,6,1546,1354.3544729353946,6,207,85.17570946279258, 4bf45fee-c679-4930-a193-062e26a0beb3,2093832.01515812
72,990,14,3,108,667.6086851738237,55,1268,85.1390897117584, d5e4c5ce-c572-416b-abf4-f1595a8ade9b,72101.73799877297
73,619,9,6,3616,349.84504859807447,37,679,93.23602510340496, 0613653d-f459-4105-94b9-2fb625cbeefb,1265039.6957306373
74,795,17,4,4529,1416.0694115089636,59,1108,72.01989776554913, 0a6b79da-11e0-4b47-b520-a2725f077efd,6413378.364724096
75,883,12,2,2377,72.28207882144274,28,2075,83.57471824244045, fa780f96-a7c2-4987-a131-890dcc2fb776,171814.5013585694
76,1704,20,3,492,1440.3191643437983,8,1526,85.71959886884336, 84ea3ff9-f654-4eff-acd7-b480ff15bd47,708637.0288571488
77,1628,12,4,1951,533.8549540342066,57,69,76.43367221885256, 2a8a586d-2981-489f-bfd7-0af308c6c64d,1041551.015320737
78,1109,15,1,878,388.6032338395695,32,1586,86.23828125591041, 083197e9-a4ff-452d-9ec8-50b408b7cc84,341193.63931114203
79,1099,16,7,3531,764.1237749859613,21,557,83.66979621390882, 4391cc46-d192-4619-a680-52735533c947,2698121.049475429
80,596,18,5,1798,243.8249222552465,26,1656,92.12747401144574, a484005b-83c8-4772-816e-1c5d69a5413f,438397.2102149332
81,508,14,9,3354,775.1343528789688,39,967,80.59883049464892, 9ad08dbf-34a5-4331-a166-3579b87b4013,2599800.619556061
82,2036,12,6,4582,213.62022707655603,57,292,98.493194589857, cdc0e3c7-0888-43e8-aad9-7a0dba15f469,978807.8804647798
83,1418,11,8,3371,972.1425789979504,26,1736,82.41191046459373, fdb1c1a2-13cf-4beb-83cd-59341ea78ae9,3277092.6338020903
84,2063,15,9,3352,360.5778013219192,18,603,88.92677281318853, 55f410f5-4427-4e64-b01e-2191b76d2aa7,1208656.790031073
85,1287,8,6,3711,268.69320459537585,47,326,76.65038805286501, 506b7d59-4900-48ef-bbee-3df12ff35aa3,997120.4822534396
86,926,17,7,2712,1162.4281634340448,38,1176,90.65971064375574, a486aa8a-a5d3-4cc5-851b-819ad889ec94,3152505.1792331296
87,2126,8,6,1945,1254.2376503968192,16,676,85.41559031723595, 7babba1a-8dc1-42cb-bd58-f2959394f3ea,2439492.2300218134
88,229,4,6,3608,20.97990630282886,56,1157,80.26709031928254, cbb00d80-df0b-46c3-891e-b8ade3c6be35,75695.50194060653
89,1769,10,2,3992,781.4780674099471,11,1015,80.43731499823426, 5636d8d0-b9e0-41f4-aab8-4ef35dee920e,3119660.445100509
90,817,6,5,3211,165.13261918605667,35,1940,81.26363150323941, 81124af7-28da-485a-92a8-e62512896da2,530240.840206428
91,869,6,6,4417,1479.9024772306143,45,181,83.1236018672505, 1498cdd1-555d-473b-bd11-1da7f4fb03d4,6536729.241927625
92,447,17,10,1966,1366.2306297866205,44,361,77.42946314203442, 461ec7e5-7b6c-4101-8a2e-e328160d28d0,2686009.418160496
93,798,8,5,1152,108.96097475753008,8,610,78.32203134948324, 86e0df20-8b12-484b-b2db-3b18e2079ac9,125523.04292067463
94,1234,13,4,1026,1883.0886748236792,40,1895,98.75088469653024, 452a3b18-8467-421e-a0eb-79c676497365,1932048.9803690948
95,1310,15,6,3872,1920.321099892329,52,2172,79.03785144042448, ebdbb4f3-5f4d-4848-948c-9c2b6c4ac9e6,7435483.298783097
96,469,4,6,3142,675.9965419627235,26,330,88.80724269547183, 93fe380a-e653-4547-b612-d8b24c199a78,2123981.1348468773
97,854,15,8,4325,269.9191198727042,40,1777,80.36021101208355, 25b1220b-e619-4c31-a825-76131106bfe9,1167400.1934494455
98,2020,14,8,2195,237.54305145995687,47,1250,94.32518641772458, 5e136e92-becb-4a2b-8c8f-7bdd9f398e0f,521406.9979546053
99,1124,11,10,3940,1683.0338558789383,45,163,90.87838311898145, 8c822711-67e0-4d1a-92f1-57e98e585702,6631153.392163018
100,1621,20,1,926,923.734149302356,29,1856,79.84681844139548, d4b3befd-f056-4358-a7f9-9db257979b6e,855377.8222539816
101,725,17,2,3587,28.921796846197736,43,1957,91.4987169233673, 38751a6a-2fd6-46fb-aaab-a3a8a58d94e1,103742.48528731128
102,1599,10,1,4795,1851.4506521052308,28,813,92.70233122885722, f2a9e1cf-50d6-455a-8b06-bc22c26bc0a0,8877705.876844581
103,1471,6,10,869,1189.5472787773235,38,493,74.1487485519614, c2110402-79d6-4e78-a467-a07f391c755b,1033716.585257494
104,1506,6,7,4070,1383.890005946464,56,1830,87.34439139035014, cd1264ec-9cec-4e6b-a453-b015627a990b,5632432.324202108
105,93,1,8,556,1648.872335380688,40,471,94.23277909946144, dd90d4fa-e344-48b8-966e-87d5d7cf9af0,916773.0184716628
106,1277,5,3,1172,1638.9716142752404,39,1381,71.51046713559302, 6a9cd5f2-4963-43e0-9fe1-9b266bada898,1920874.7319305816
107,561,4,3,2875,160.85169631547586,53,341,85.23599267531938, 21f8d5a5-a8ad-4752-a9bc-c8ec09bea3dc,462448.6269069931
108,1657,11,7,4730,1152.2446631309144,57,760,95.19504655720505, 475ebba8-1bf2-4a69-a950-f0de6699b9f2,5450117.256609226
109,546,17,8,2583,1395.5268094067085,29,2148,98.58288125693004, 82f1d546-d92f-46b7-b0a7-8273df69679b,3604645.748697528
110,778,7,6,2398,180.3846712534055,35,226,89.67955386861729, ff013d8f-5c10-4d1b-b6e0-b60dc8510f64,432562.4416656664
111,188,20,8,3071,452.57780532400295,30,1054,79.83416454027616, 38bd16bd-af0d-4d3e-8405-4f380923898d,1389866.440150013
112,608,3,2,4029,797.6707724479583,46,1040,88.14531986779414, ed816192-8445-42f3-bab7-519a6369239e,3213815.542192824
113,675,2,7,4500,1774.184875834103,49,1990,70.82090017712694, 4a4caeee-69ce-49f9-8aa6-f9798bf1ff2a,7983831.941253464
114,2187,8,5,1742,1702.760463708831,9,612,83.6758509227734, 88b8de88-05da-4474-81fe-e1187924fa8e,2966208.727780783
115,1104,5,6,1117,1566.3849728352766,14,1799,91.81982173856488, b6e55592-a429-4e72-9733-01262e504355,1749652.014657004
116,1627,5,7,4142,1980.6506562589284,47,433,71.08621319151473, a07f5f4a-6a68-422d-99c9-2fb94791670e,8203855.0182244815
117,1280,10,9,1563,492.8867366706837,38,240,88.09700399937176, d23dccff-a1ae-4712-a51d-6d4f19e301cf,770381.9694162786
118,1281,12,7,1611,940.9514719931308,56,816,87.6496614949914, 00d6f20c-2ab9-42ae-a244-2862be89d135,1515872.8213809335
119,218,17,1,3573,898.9787945513967,4,102,75.69017136321405, 716d8643-a591-459d-b8ee-ab7e544d221b,3212051.2329321406
120,1341,14,5,4571,1361.0854525704815,15,665,87.07668190594232, d0e5a3a4-4dae-4259-b570-5a609f2a3fe7,6221521.603699672
121,591,5,4,3738,1701.805040320834,33,1591,82.28350763524317, 4a7eedc0-63f1-4884-9a7b-4fdeb8cdd217,6361347.240719277
122,679,5,8,1821,988.448683005736,24,1692,84.36487058415149, f5e514da-3dd1-4237-a2f0-dac2eab4859f,1799965.051753445
123,616,6,7,786,988.1482682518034,58,413,79.76219484086944, f56ec8df-e03f-4371-a595-0843b7ce7d34,776684.5388459174
124,850,15,4,4566,1220.5524475761383,24,928,94.31033882734552, f3000686-396b-45f3-b1d0-64c5bd9862d5,5573042.475632648
125,2008,5,3,3583,1487.5243589087136,14,34,80.96958049817599, d3677628-db35-4b5b-9bdf-44408780b42d,5329799.777969921
126,727,8,6,4350,410.58856309453785,50,1851,93.724301217512, df4d5b56-f135-4269-ad33-3217eb13e747,1786060.2494612397
127,75,1,8,3732,1924.1005055953651,42,445,72.29719157945837, 0fee23cd-cc7e-49c0-a126-7f5a5fa0d9e6,7180743.086881904
128,336,3,3,4877,193.18642644597605,40,180,78.35736438705861, eddff61f-2403-4a11-ba3f-6c2e521a835c,942170.2017770252
129,804,19,5,3377,55.96914576988381,51,1855,82.08010064640847, ac00d790-be0e-4369-80af-8cd52a38ac0a,189007.8052648976
130,855,15,10,4039,723.9948999977166,22,1690,82.13738844252275, f8a66a3b-166a-4b48-a2df-a961bc240171,2924215.401090777
131,1606,4,1,3044,1405.8555255301326,44,717,83.23884037033085, 2d481a03-0140-448f-be7e-a336d718ce10,4279424.219713723
132,363,2,10,3599,1956.3691787224373,49,1292,89.57168825191195, 9d5961e2-23f3-4894-9f85-24553b427a0f,7040972.674222052
133,2022,17,10,3018,1866.193307134316,59,969,87.2216408647245, f2a29f0e-6430-4bc8-8eee-d5782fd47b1e,5632171.400931367
134,1130,12,8,1544,1380.0900201135348,32,312,85.63142975391979, ed8478ee-a9ed-411a-966e-33fe6ed34f57,2130858.9910552977
135,2118,20,7,187,878.7259819663789,51,6,95.13017154489953, fb26d645-742c-43a5-9951-0722cadc08cd,164321.75862771284
136,2076,8,8,1629,1195.6455580202182,8,638,75.88500696796496, be214d0f-00f9-4cbf-a023-2863875b9706,1947706.6140149357
137,905,5,2,3339,1937.628011422008,58,458,95.807164495197, 4badfe21-275c-4906-94c7-5b749103ca89,6469739.930138085
138,1959,10,7,3285,538.3471216732966,37,1765,94.34290264604068, 0343c5b2-44ac-4bb2-8901-9cf064e2e128,1768470.2946967792
139,1531,19,4,112,961.7786262597537,20,1723,75.87083598905656, cc91cdcd-649a-4fad-ab11-c71ac67b34ea,107719.2061410924
140,2140,9,2,3028,1388.874364527344,23,2116,88.72189979845979, 5cd72460-7dc9-4730-8049-676ad1dad372,4205511.575788798
141,1881,16,9,419,30.49477543337784,25,120,76.69832816243041, 357f5fd3-6132-4f76-9c1c-244e996b2020,12777.310906585317
142,363,1,5,4487,768.7102202600965,25,964,98.28461927904632, ae513c3f-cc57-4fab-a90c-2efa10dc05b9,3449202.758307053
143,2086,15,7,4968,1140.1452786819302,57,1357,84.78848866048808, c6752804-0a09-4e0c-bb77-522fee583c95,5664241.74449183
144,1755,2,4,1783,1802.8273758434489,22,848,76.11167173803773, a1bdf175-0df5-49a6-9fd0-c738c776e5f3,3214441.211128869
145,1707,14,10,2549,1984.0753465843477,44,875,89.08329327051408, e0cbf8f5-bef1-42ac-9897-a8349bc2ea14,5057408.058443502
146,1134,16,4,4353,1117.08556839313,14,1889,91.21626941493582, 7a0ecdda-6249-4072-be04-200044f45cb3,4862673.479215295
147,144,10,3,483,1889.7147720642467,7,1690,88.14908949190122, 9bd0ce37-6bf9-4917-a65e-eb91eabb62bf,912732.2349070312
148,1070,12,1,4593,207.5383751759024,29,1865,77.25060885297567, 8845a293-cdf5-46ba-9f14-c2feecc42151,953223.7571829197
149,1596,13,2,1196,1405.528941696134,33,1321,92.0564333438932, feb04883-db55-4005-91c0-b9bf99d390ee,1681012.614268576
150,2186,20,9,1069,807.1031852801196,14,1739,97.88688274803324, 4f13d810-6075-4a4f-b7a6-90e7e50f42f6,862793.3050644479
151,932,9,1,2620,1504.437180552697,35,1669,98.5640446866856, c721b759-4a8c-4046-b171-7013f26fd08a,3941625.413048066
152,341,2,5,3351,1736.76985414897,33,934,90.38439045348714, 73f40736-f9a9-40b4-965a-8047b1fa757e,5819915.781253198
153,1602,19,2,3774,116.9113266702879,55,1384,95.2073579577112, 4b86a4f3-ed2a-4028-a4c0-82ee8cba271e,441223.3468536665
154,302,15,4,293,1871.5923518775269,15,1372,99.3589543140051, bbed7665-dd19-422c-836f-f47ae56845f9,548376.5591001153
155,2166,15,7,2944,145.6308231650536,33,1461,71.30142409681295, 54044ecc-453d-4e99-91de-5ae4556174d5,428737.14339791785
156,1761,1,5,4955,1509.2627612751508,46,1976,84.30971718045721, 2c968b35-4028-45d9-a848-5abe33c5fc53,7478396.982118372
157,151,18,1,1352,147.4488191362203,6,275,78.74224189107467, 169b7d8d-f35a-4ac7-9120-276b28858635,199350.80347216985
158,1191,7,3,894,1724.7475120127565,36,69,84.24361519530596, 684c41b5-66da-435a-a3bf-228aaee1e829,1541924.2757394044
159,772,10,10,2822,417.9131348354828,57,309,97.50753394586069, ceb676e5-7bcb-4723-983a-ce33fd568d1b,1179350.8665057323
160,1449,9,9,1726,873.7999590962525,5,578,99.50158471466784, 9d3ddc03-982e-45dd-99d3-38dd594c5c24,1508178.7294001316
161,1795,19,1,2941,1865.9156044726344,15,176,97.14773171300732, d8ab47d1-7645-4b88-bfac-9256256b1e3a,5487657.792754018
162,997,11,10,190,1586.2139841698986,19,1831,75.91352326060735, acad275d-e0ca-4a89-a4fa-7dbce2fa4312,301380.65699228074
163,632,4,4,3777,1573.6927436639482,12,1663,94.08592878830716, 024ca13a-5097-43ba-a6db-88ed0aba5099,5943837.492818733
164,362,1,5,4272,1529.026833665398,20,1175,94.5296986770404, c5e995db-e86e-4b83-b948-1a3790da60c7,6532002.6334185805
165,96,12,10,3619,1143.1758288277958,3,1185,87.38137601043522, 830d7f94-6737-4107-abda-85e806f8cd3c,4137153.324527793
166,292,1,3,1420,1903.3457902889652,35,230,91.44676168005692, 4ccbbc6a-539e-4a40-ad1b-4867a2676324,2702751.0222103307
167,2075,17,3,3559,1664.9550962288615,4,1634,97.16072104338431, 0b7d5a61-aaf8-4d55-8f18-f73c1d9ddd55,5925575.187478518
168,305,20,1,2469,886.1733136071061,30,1946,99.82492784768088, c7d109fc-0624-4dc9-bcd7-203edec90cf9,2187961.911295945
169,769,9,6,2568,1487.6863316950462,24,1205,71.20208931402635, 10af749b-0cd1-45fc-afb8-c49ce3e47854,3820378.499792879
170,986,8,4,2693,1996.23387300257,59,846,77.71488803385807, 789872d1-b034-4b00-b02e-64010db807ba,5375857.819995921
171,205,4,8,1757,1743.2909291892604,49,1494,98.03728233215742, b2b47911-75e0-45a8-bb26-4d24faaae2ce,3062962.1625855304
172,867,8,6,3477,12.433752862767282,2,427,79.87447944979733, 3c5077fd-f2ea-4919-9133-2d2d9f4fb250,43232.15870384184
173,1015,10,3,4137,1478.3935030084083,43,1840,73.19467416888837, 37827c04-52a0-44d1-b352-5711dde4b3cf,6116113.921945786
174,662,18,7,445,1796.78451252937,7,1428,79.39798163573596, 9a792d22-6946-47e2-ba6f-91670bb08f70,799569.1080755696
175,679,15,3,3981,662.227684735156,18,478,85.55487345281195, 4b6cb2a3-020a-4746-aad2-6d014b8acc5a,2636328.412930656
176,300,19,9,1764,1955.2087934957867,20,1955,81.58273759347085, 47ef2e65-fde0-4b63-b6e9-ba918950c22e,3448988.311726568
177,258,20,8,3973,808.5857376142012,45,1057,93.64909322885993, 906e921a-4e73-4fbb-964f-fddc656e48aa,3212511.1355412216
178,240,11,3,2872,848.142088568173,53,750,88.33106963130069, 27f20b2c-b99d-487c-afaf-e38a1c745fc0,2435864.078367793
179,195,4,2,749,330.13546458385963,49,514,83.04713669043787, f3ebdd39-29a0-4bf5-af68-50103fc31b64,247271.46297331087
180,1552,9,3,2806,202.2232174653275,57,332,99.91783668289608, 9f8bab84-ef78-4543-a564-751984315de3,567438.348207709
181,1777,8,4,2012,1077.8254435516585,3,1440,96.578165260526, 400d6a87-97cd-48bd-8824-1c7a3b45888c,2168584.792425937
182,356,16,3,3785,1209.5232845871249,16,533,95.86769714573218, 09235755-f845-4df7-870c-9eafe6645042,4578045.632162267
183,565,13,9,4961,740.1240686138858,24,2053,87.01759802493277, d99c0af5-51fd-47b2-8e84-201961e2356a,3671755.504393488
184,308,5,10,1909,1217.152716347652,20,304,93.3977604165348, 13550ce8-ca5a-4507-acd3-dff34cfbe1bc,2323544.535507668
185,409,13,2,3360,795.3949965515259,34,1278,80.07656357292139, 499143b6-add5-4232-b0e8-8dc7e4a4ceef,2672527.188413127
186,521,19,8,2212,1737.6881194335904,7,867,79.895516487679, 93cbf02d-ced0-4893-9f5d-0adf64e9e59a,3843766.120187102
187,1547,2,7,1582,1908.108057417185,51,1619,96.76159299503595, 40c5e0f6-e329-412b-a23a-eea1cdaf69f8,3018626.9468339863
188,1643,12,1,775,1191.146011679852,20,2054,87.90500040038205, 96f3ee24-0487-4f77-a7ad-5f19115b1954,923138.1590518852
189,1877,9,6,575,1686.126221184452,31,142,80.30760370803503, 1edd1201-5931-4ea8-a754-0bae2c42cc60,969522.57718106
190,1194,1,6,425,1708.945582445912,23,375,95.35968731919527, 94faccb3-b0a7-46e2-90a6-b1ac246a7317,726301.8725395126
191,1861,14,9,3363,1430.387753678407,4,1149,83.27662070098239, 33fc664b-7932-4b90-8877-7c3c5a0f22f9,4810394.015620483
192,651,7,10,2235,392.08375948045045,6,1191,81.99927648985914, a5b4f5b8-c284-468f-a004-aca7b311abcb,876307.2024388068
193,2159,17,8,4353,318.3267834671224,31,1705,70.7851302599972, 697ffb1f-2c68-4923-8c42-9510cf6be9fa,1385676.488432384
194,1029,14,7,1396,1839.7736447304844,4,1048,90.37007565349286, 4c947709-18c4-4e19-b7fa-cb1cc36d0aae,2568324.008043756
195,1556,17,7,381,537.4720036874738,40,1707,85.97927358746892, 7ab13b89-04cf-4332-8402-46160ee0ef8b,204776.83340492757
196,1637,2,5,756,500.1983860433692,40,2157,79.35487360590997, 1ec18b49-5684-4ceb-ac95-a36a392c63c3,378149.97984878713
197,1952,9,2,2310,340.59618844331004,29,1226,74.17904293652353, a4fe53be-7559-4e9d-bcde-cce2e20a070d,786777.1953040462
198,669,15,10,3345,1059.6335548831398,2,1434,75.47246872635979, 83a228fc-5424-4990-b7ce-0010710973f0,3544474.2410841025
199,513,16,5,1000,1357.2250020828012,23,2050,76.74586044340786, 6881ca34-e24b-47a8-bd73-1b9d733a9e2f,1357225.0020828012
200,1236,9,1,4526,1355.5613248730442,46,1822,95.95610671352895, 29d5284b-d15e-467f-a374-f44e54ab5ea5,6135270.556375398
201,119,4,10,243,529.494872308923,46,1135,84.4190820032562, 8361f945-c1d3-407e-aa6e-6d9e5fcc48d6,128667.2539710683
202,385,15,6,3469,198.62297386693592,48,2124,90.86491333212084, 50c6a4fa-9c8c-4729-bec4-ce6f32e684f9,689023.0963444007
203,260,10,2,4033,627.3168975291088,52,1977,83.83955263831591, 31443e66-229d-4c7d-b90c-2b949c9129e8,2529969.047734896
204,1423,7,1,2587,1011.8352183451532,40,1257,84.21192067461224, ad3b2dad-0e7b-4a23-8a5e-1c6cc26f141c,2617617.709858911
